,Product_ID,Sales_Agent,Status,Created_hour,Created_min,Created_day,Created_month,Source_freq_encode,Location_freq_encode,Delivery_Mode_Mode-1,Delivery_Mode_Mode-2,Delivery_Mode_Mode-3,Delivery_Mode_Mode-4,Delivery_Mode_Mode-5
62,19,11,1,13,41,12,11,0.3460698689956332,0.28370633187772926,0,0,0,0,1
63,18,11,1,13,35,12,11,0.3460698689956332,0.06413755458515284,0,0,0,0,1
64,15,9,0,13,17,12,11,0.3460698689956332,0.3541211790393013,0,0,0,0,1
65,9,11,1,13,17,12,11,0.3460698689956332,0.28370633187772926,0,0,0,0,1
66,15,7,0,13,16,12,11,0.3460698689956332,0.3541211790393013,0,0,0,0,1
67,15,11,0,13,16,12,11,0.3460698689956332,0.3541211790393013,0,0,0,0,1
68,15,4,0,13,15,12,11,0.3460698689956332,0.3541211790393013,0,0,0,0,1
69,15,9,0,13,14,12,11,0.3460698689956332,0.3541211790393013,0,0,0,0,1
70,15,7,1,13,13,12,11,0.3460698689956332,0.3541211790393013,0,0,0,0,1
71,9,9,1,13,11,12,11,0.3460698689956332,0.28370633187772926,0,0,0,0,1
72,15,4,0,13,11,12,11,0.3460698689956332,0.3541211790393013,0,0,0,0,1
73,19,11,1,13,5,12,11,0.36340065502183405,0.12377183406113537,1,0,0,0,0
74,27,7,0,13,1,12,11,0.2368995633187773,0.3541211790393013,1,0,0,0,0
75,15,3,1,13,0,12,11,0.3460698689956332,0.3541211790393013,0,0,0,0,1
76,18,7,1,12,10,12,11,0.36340065502183405,0.28370633187772926,1,0,0,0,0
77,19,9,1,12,7,12,11,0.028930131004366814,0.28370633187772926,1,0,0,0,0
78,19,9,1,11,15,12,11,0.2368995633187773,0.28370633187772926,1,0,0,0,0
79,18,4,1,10,50,12,11,0.36340065502183405,0.054448689956331876,1,0,0,0,0
80,27,9,0,9,10,12,11,0.36340065502183405,0.28370633187772926,1,0,0,0,0
81,18,7,1,8,48,12,11,0.2368995633187773,0.12377183406113537,1,0,0,0,0
82,18,9,0,7,10,12,11,0.2368995633187773,0.3541211790393013,0,0,1,0,0
83,19,9,0,21,30,11,11,0.2368995633187773,0.3541211790393013,0,0,1,0,0
84,5,9,0,20,30,11,11,0.36340065502183405,0.3541211790393013,0,0,1,0,0
85,18,9,1,18,35,11,11,0.2368995633187773,0.054448689956331876,0,0,1,0,0
86,15,9,0,18,4,11,11,0.2368995633187773,0.3541211790393013,1,0,0,0,0
87,18,9,1,17,53,11,11,0.2368995633187773,0.28370633187772926,1,0,0,0,0
88,19,9,1,16,29,11,11,0.3460698689956332,0.28370633187772926,1,0,0,0,0
89,10,9,1,15,34,11,11,0.2368995633187773,0.28370633187772926,0,0,1,0,0
90,19,9,1,13,40,11,11,0.36340065502183405,0.3541211790393013,0,0,1,0,0
91,19,9,1,13,35,11,11,0.36340065502183405,0.28370633187772926,1,0,0,0,0
92,18,9,1,13,19,11,11,0.36340065502183405,0.3541211790393013,1,0,0,0,0
93,18,9,1,13,17,11,11,0.36340065502183405,0.28370633187772926,1,0,0,0,0
94,19,9,1,13,10,11,11,0.36340065502183405,0.3541211790393013,0,0,0,0,1
95,18,9,1,13,3,11,11,0.2368995633187773,0.28370633187772926,1,0,0,0,0
96,19,9,1,11,55,11,11,0.2368995633187773,0.28370633187772926,0,0,1,0,0
97,20,11,0,11,55,11,11,0.36340065502183405,0.06413755458515284,0,0,1,0,0
98,18,9,1,11,30,11,11,0.36340065502183405,0.12377183406113537,1,0,0,0,0
99,18,9,1,10,20,11,11,0.2368995633187773,0.28370633187772926,1,0,0,0,0
100,18,11,1,10,8,11,11,0.2368995633187773,0.3541211790393013,0,0,1,0,0
101,5,9,1,9,53,11,11,0.3460698689956332,0.28370633187772926,1,0,0,0,0
102,19,9,1,9,52,11,11,0.3460698689956332,0.06413755458515284,1,0,0,0,0
103,20,3,0,17,55,10,11,0.36340065502183405,0.28370633187772926,0,0,1,0,0
104,18,9,1,16,40,10,11,0.36340065502183405,0.028930131004366814,0,0,1,0,0
105,18,9,1,16,30,10,11,0.3460698689956332,0.28370633187772926,1,0,0,0,0
106,18,11,1,15,10,10,11,0.36340065502183405,0.28370633187772926,1,0,0,0,0
